"Carrier Group","Delivery Type","Segment","Sms Relay","Sms Phone Number","Date","MonthYear","Quarter","Week","Sent","Delivered","Clicks","Unique Clicks","Clicks to Sent Rate","Unique Clicks to Sent Rate","Unsubscribes","Unique Unsubscribes","Bounces","Refusals","Revenue","RPS","Complaints","Unique Complaints"
"DISH","SmsTrigger","TriggeredSend","Volt Relay US","20407","2026-01-29","Jan, 2026","Q1, 2026","Week 05, 2026","16","13","27","16","168.7500","100.0000","0","0","1","0","0.5534","0.0345875","0","0"
"DISH","SmsTrigger","TriggeredSend","Volt Relay US","20407","2026-01-28","Jan, 2026","Q1, 2026","Week 05, 2026","2","1","2","2","100.0000","100.0000","0","0","0","0","0","0","0","0"
"DISH","SmsTrigger","TriggeredSend","Volt Relay US","20407","2026-01-27","Jan, 2026","Q1, 2026","Week 05, 2026","8","8","10","8","125.0000","100.0000","0","0","0","0","0","0","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-02-10","Feb, 2026","Q1, 2026","Week 07, 2026","1651","1649","1528","1200","92.5500","72.6832","0","0","0","3","7.020299999999999","0.004252150211992731","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-02-09","Feb, 2026","Q1, 2026","Week 07, 2026","2020","2018","2002","1584","99.1089","78.4158","0","0","0","1","7.2104","0.0035695049504950497","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-02-08","Feb, 2026","Q1, 2026","Week 06, 2026","1977","1977","2006","1567","101.4669","79.2615","0","0","0","1","13.7865","0.006973444613050076","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-02-07","Feb, 2026","Q1, 2026","Week 06, 2026","2016","2016","1955","1532","96.9742","75.9921","0","0","1","4","11.389099999999997","0.0056493551587301575","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-02-06","Feb, 2026","Q1, 2026","Week 06, 2026","2633","2633","2279","1788","86.5553","67.9073","0","0","0","1","18.100800000000003","0.006874591720470947","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-02-05","Feb, 2026","Q1, 2026","Week 06, 2026","3223","3219","2574","1976","79.8635","61.3093","0","0","1","0","36.0037","0.011170865653118214","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-02-04","Feb, 2026","Q1, 2026","Week 06, 2026","3056","3057","2443","1900","79.9411","62.1728","0","0","0","1","44.83410000000001","0.014670844240837698","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-02-03","Feb, 2026","Q1, 2026","Week 06, 2026","2443","2441","2065","1606","84.5272","65.7388","0","0","0","1","18.754","0.007676627097830537","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-02-02","Feb, 2026","Q1, 2026","Week 06, 2026","2597","2595","2152","1674","82.8648","64.4590","0","0","0","1","33.6636","0.012962495186753948","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-02-01","Feb, 2026","Q1, 2026","Week 05, 2026","2498","2499","2061","1640","82.5060","65.6525","0","0","1","0","19.2993","0.0077259007205764604","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-01-31","Jan, 2026","Q1, 2026","Week 05, 2026","2431","2431","2158","1670","88.7701","68.6960","0","0","0","1","14.896999999999998","0.006127930892636775","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-01-30","Jan, 2026","Q1, 2026","Week 05, 2026","2333","2333","2197","1700","94.1706","72.8676","0","0","0","1","17.7897","0.00762524646378054","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-01-29","Jan, 2026","Q1, 2026","Week 05, 2026","2521","2521","2469","1921","97.9373","76.1999","0","0","0","1","15.3276","0.006079968266560889","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-01-28","Jan, 2026","Q1, 2026","Week 05, 2026","2571","2571","2507","1973","97.5107","76.7406","0","0","0","2","23.081000000000003","0.008977440684558538","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-01-27","Jan, 2026","Q1, 2026","Week 05, 2026","2560","2557","2568","1975","100.3125","77.1484","0","0","0","0","14.647","0.0057214843750000004","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-02-10","Feb, 2026","Q1, 2026","Week 07, 2026","1705","1704","1579","1247","92.6100","73.1378","0","0","1","3","9.2366","0.005417360703812316","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-02-09","Feb, 2026","Q1, 2026","Week 07, 2026","2124","2122","2123","1670","99.9529","78.6252","0","0","0","3","8.8977","0.004189124293785311","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-02-08","Feb, 2026","Q1, 2026","Week 06, 2026","1903","1903","1905","1514","100.1051","79.5586","0","0","0","1","4.3879","0.0023057803468208094","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-02-07","Feb, 2026","Q1, 2026","Week 06, 2026","2001","2000","1962","1537","98.0510","76.8116","0","0","0","0","15.3057","0.007649025487256372","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-02-06","Feb, 2026","Q1, 2026","Week 06, 2026","2567","2566","2222","1729","86.5602","67.3549","0","0","0","1","7.024999999999999","0.0027366575769380594","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-02-05","Feb, 2026","Q1, 2026","Week 06, 2026","3170","3167","2577","2011","81.2934","63.4385","0","0","0","1","23.2323","0.007328801261829653","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-02-04","Feb, 2026","Q1, 2026","Week 06, 2026","2920","2920","2330","1797","79.7945","61.5411","0","0","0","2","24.341199999999997","0.008336027397260273","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-02-03","Feb, 2026","Q1, 2026","Week 06, 2026","2503","2503","2036","1609","81.3424","64.2829","0","0","1","1","32.3328","0.012917618857371154","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-02-02","Feb, 2026","Q1, 2026","Week 06, 2026","2478","2478","2085","1613","84.1404","65.0928","0","0","0","3","31.3625","0.01265637610976594","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-02-01","Feb, 2026","Q1, 2026","Week 05, 2026","2524","2525","2131","1678","84.4295","66.4818","0","0","1","1","26.352600000000002","0.010440808240887481","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-01-31","Jan, 2026","Q1, 2026","Week 05, 2026","2475","2474","2257","1762","91.1919","71.1919","0","0","0","0","15.863199999999999","0.006409373737373737","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-01-30","Jan, 2026","Q1, 2026","Week 05, 2026","2360","2360","2331","1787","98.7712","75.7203","0","0","0","1","17.412499999999998","0.007378177966101694","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-01-29","Jan, 2026","Q1, 2026","Week 05, 2026","2610","2610","2646","2031","101.3793","77.8161","0","0","0","1","29.584899999999998","0.011335210727969348","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-01-28","Jan, 2026","Q1, 2026","Week 05, 2026","2636","2636","2554","1985","96.8892","75.3035","0","0","1","1","22.8366","0.008663353566009105","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-01-27","Jan, 2026","Q1, 2026","Week 05, 2026","2552","2549","2577","1967","100.9796","77.0768","0","0","0","1","22.999800000000004","0.009012460815047023","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-02-10","Feb, 2026","Q1, 2026","Week 07, 2026","1693","1693","1575","1218","93.0301","71.9433","0","0","1","1","20.880300000000002","0.012333313644418194","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-02-09","Feb, 2026","Q1, 2026","Week 07, 2026","2070","2069","2046","1614","98.8406","77.9710","0","0","0","1","7.333799999999999","0.0035428985507246374","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-02-08","Feb, 2026","Q1, 2026","Week 06, 2026","1968","1968","1931","1523","98.1199","77.3882","0","0","2","1","9.553500000000001","0.004854420731707318","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-02-07","Feb, 2026","Q1, 2026","Week 06, 2026","2046","2046","2008","1567","98.1427","76.5885","0","0","0","3","7.7181","0.0037722873900293253","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-02-06","Feb, 2026","Q1, 2026","Week 06, 2026","2635","2635","2226","1750","84.4782","66.4137","0","0","1","4","15.942799999999998","0.006050398481973434","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-02-05","Feb, 2026","Q1, 2026","Week 06, 2026","3273","3268","2726","2117","83.2875","64.6807","0","0","0","2","25.167500000000004","0.007689428658722885","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-02-04","Feb, 2026","Q1, 2026","Week 06, 2026","3003","3003","2323","1819","77.3560","60.5728","0","0","0","2","33.843599999999995","0.011269930069930068","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-02-03","Feb, 2026","Q1, 2026","Week 06, 2026","2467","2467","1987","1567","80.5432","63.5184","0","0","0","1","22.014500000000005","0.008923591406566683","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-02-02","Feb, 2026","Q1, 2026","Week 06, 2026","2524","2524","2153","1649","85.3011","65.3328","0","0","0","1","39.31529999999999","0.015576584786053881","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-02-01","Feb, 2026","Q1, 2026","Week 05, 2026","2570","2572","2217","1729","86.2646","67.2763","0","0","1","1","29.0293","0.01129544747081712","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-01-31","Jan, 2026","Q1, 2026","Week 05, 2026","2316","2316","2064","1600","89.1192","69.0846","0","0","0","2","12.2073","0.005270854922279793","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-01-30","Jan, 2026","Q1, 2026","Week 05, 2026","2388","2387","2240","1757","93.8023","73.5762","0","0","0","2","11.1872","0.004684757118927974","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-01-29","Jan, 2026","Q1, 2026","Week 05, 2026","2504","2504","2467","1906","98.5224","76.1182","0","0","0","0","25.5904","0.010219808306709264","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-01-28","Jan, 2026","Q1, 2026","Week 05, 2026","2622","2620","2654","2062","101.2204","78.6423","0","0","0","4","29.890300000000003","0.01139980930587338","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-01-27","Jan, 2026","Q1, 2026","Week 05, 2026","2516","2514","2493","1931","99.0859","76.7488","0","0","0","0","23.666599999999995","0.009406438791732908","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-02-10","Feb, 2026","Q1, 2026","Week 07, 2026","1688","1688","1635","1261","96.8602","74.7038","0","0","2","1","15.971000000000002","0.009461492890995262","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-02-09","Feb, 2026","Q1, 2026","Week 07, 2026","2009","2009","1950","1556","97.0632","77.4515","0","0","0","4","8.058000000000002","0.0040109507217521165","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-02-08","Feb, 2026","Q1, 2026","Week 06, 2026","2019","2019","2015","1587","99.8019","78.6033","0","0","0","0","13.2608","0.006568003962357603","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-02-07","Feb, 2026","Q1, 2026","Week 06, 2026","2011","2011","1964","1553","97.6629","77.2253","0","0","0","0","9.959200000000001","0.004952362008950772","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-02-06","Feb, 2026","Q1, 2026","Week 06, 2026","2641","2641","2306","1793","87.3154","67.8910","0","0","0","0","6.9975","0.002649564558879212","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-02-05","Feb, 2026","Q1, 2026","Week 06, 2026","3128","3128","2555","1967","81.6816","62.8836","0","0","0","0","21.5191","0.006879507672634272","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-02-04","Feb, 2026","Q1, 2026","Week 06, 2026","3030","3028","2426","1847","80.0660","60.9571","0","0","0","1","37.48480000000001","0.012371221122112214","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-02-03","Feb, 2026","Q1, 2026","Week 06, 2026","2499","2498","2065","1616","82.6331","64.6659","0","0","0","1","25.9078","0.010367266906762707","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-02-02","Feb, 2026","Q1, 2026","Week 06, 2026","2472","2471","2027","1579","81.9984","63.8754","0","0","1","2","17.9405","0.0072574838187702264","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-02-01","Feb, 2026","Q1, 2026","Week 05, 2026","2549","2550","2107","1658","82.6599","65.0451","0","0","0","0","19.3798","0.007602903099254609","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-01-31","Jan, 2026","Q1, 2026","Week 05, 2026","2374","2374","2143","1658","90.2696","69.8399","0","0","0","0","18.6947","0.007874768323504634","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-01-30","Jan, 2026","Q1, 2026","Week 05, 2026","2304","2304","2279","1748","98.9149","75.8681","0","0","0","0","17.088800000000003","0.00741701388888889","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-01-29","Jan, 2026","Q1, 2026","Week 05, 2026","2504","2503","2461","1902","98.2827","75.9585","0","0","0","2","22.712699999999995","0.009070567092651754","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-01-28","Jan, 2026","Q1, 2026","Week 05, 2026","2548","2548","2480","1948","97.3312","76.4521","0","0","0","1","20.914499999999997","0.008208202511773939","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-01-27","Jan, 2026","Q1, 2026","Week 05, 2026","2519","2517","2494","1932","99.0075","76.6971","0","0","0","2","23.3804","0.009281619690353316","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-02-16","Feb, 2026","Q1, 2026","Week 08, 2026","4207","4216","4451","3495","105.7999","83.0758","0","0","0","0","1.3639000000000001","0.0003241977656287141","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-02-15","Feb, 2026","Q1, 2026","Week 07, 2026","5571","5572","5768","4508","103.5362","80.9190","0","0","1","0","14.323","0.0025709926404595225","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-02-14","Feb, 2026","Q1, 2026","Week 07, 2026","5754","5754","5689","4425","98.8704","76.9030","0","0","0","6","15.4513","0.002685314563781717","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-02-13","Feb, 2026","Q1, 2026","Week 07, 2026","5398","5397","5595","4377","103.6495","81.0856","0","0","1","11","16.816","0.0031152278621711742","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-02-12","Feb, 2026","Q1, 2026","Week 07, 2026","4968","4969","4998","3870","100.6039","77.8986","0","0","4","13","14.6405","0.002946960547504026","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-02-11","Feb, 2026","Q1, 2026","Week 07, 2026","1931","1931","1594","1261","82.5479","65.3030","0","0","9","1","10.9742","0.005683169342309684","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-02-10","Feb, 2026","Q1, 2026","Week 07, 2026","107","107","73","59","68.2243","55.1402","0","0","0","0","0.6722","0.006282242990654206","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-02-05","Feb, 2026","Q1, 2026","Week 06, 2026","719","719","586","458","81.5021","63.6996","0","0","0","0","5.9633","0.008293880389429764","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-02-04","Feb, 2026","Q1, 2026","Week 06, 2026","3037","3037","2361","1836","77.7412","60.4544","0","0","0","0","31.743599999999997","0.010452288442541981","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-02-03","Feb, 2026","Q1, 2026","Week 06, 2026","2502","2502","2090","1601","83.5332","63.9888","0","0","0","2","23.740900000000003","0.009488768984812152","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-02-02","Feb, 2026","Q1, 2026","Week 06, 2026","2512","2512","2114","1644","84.1561","65.4459","0","0","0","1","20.061399999999995","0.00798622611464968","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-02-01","Feb, 2026","Q1, 2026","Week 05, 2026","2562","2566","2118","1674","82.6698","65.3396","0","0","1","0","16.9196","0.006604059328649492","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-01-31","Jan, 2026","Q1, 2026","Week 05, 2026","2308","2309","2062","1582","89.3414","68.5442","0","0","0","1","18.7986","0.008144974003466204","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-01-30","Jan, 2026","Q1, 2026","Week 05, 2026","2389","2389","2294","1782","96.0234","74.5919","0","0","1","0","27.414199999999997","0.011475177898702385","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-01-29","Jan, 2026","Q1, 2026","Week 05, 2026","2588","2585","2532","1978","97.8362","76.4297","0","0","0","2","32.445","0.012536707882534776","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-01-28","Jan, 2026","Q1, 2026","Week 05, 2026","2634","2634","2624","2031","99.6203","77.1071","0","0","0","0","15.508599999999998","0.005887851176917236","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-01-27","Jan, 2026","Q1, 2026","Week 05, 2026","2521","2518","2488","1941","98.6910","76.9933","0","0","0","2","25.018199999999997","0.009923919079730264","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-02-16","Feb, 2026","Q1, 2026","Week 08, 2026","4297","4309","4468","3551","103.9795","82.6391","0","0","0","0","1.7256","0.00040158249941819874","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-02-15","Feb, 2026","Q1, 2026","Week 07, 2026","5402","5402","5578","4357","103.2581","80.6553","0","0","1","0","11.962299999999997","0.0022144205849685297","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-02-14","Feb, 2026","Q1, 2026","Week 07, 2026","5828","5828","5692","4449","97.6664","76.3384","0","0","1","6","19.3936","0.003327659574468085","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-02-13","Feb, 2026","Q1, 2026","Week 07, 2026","5332","5330","5330","4207","99.9625","78.9010","0","0","0","7","10.314800000000002","0.0019345086271567895","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-02-12","Feb, 2026","Q1, 2026","Week 07, 2026","4991","4990","4814","3813","96.4536","76.3975","0","0","1","15","17.4128","0.0034888399118413144","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-02-11","Feb, 2026","Q1, 2026","Week 07, 2026","1906","1906","1536","1224","80.5876","64.2183","0","0","9","1","9.451","0.004958551941238195","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-02-10","Feb, 2026","Q1, 2026","Week 07, 2026","101","101","91","72","90.0990","71.2871","0","0","1","0","1.0998","0.01088910891089109","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-02-05","Feb, 2026","Q1, 2026","Week 06, 2026","760","760","641","486","84.3421","63.9474","0","0","0","0","3.0365","0.003995394736842106","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-02-04","Feb, 2026","Q1, 2026","Week 06, 2026","3046","3046","2460","1891","80.7617","62.0814","0","0","0","1","37.237199999999994","0.01222495075508864","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-02-03","Feb, 2026","Q1, 2026","Week 06, 2026","2443","2443","1965","1552","80.4339","63.5284","0","0","1","1","22.650999999999996","0.009271796970937371","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-02-02","Feb, 2026","Q1, 2026","Week 06, 2026","2515","2513","2078","1659","82.6243","65.9642","0","0","0","0","23.4977","0.009343021868787276","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-02-01","Feb, 2026","Q1, 2026","Week 05, 2026","2574","2575","2194","1732","85.2370","67.2883","0","0","0","0","18.5317","0.00719957264957265","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-01-31","Jan, 2026","Q1, 2026","Week 05, 2026","2364","2364","2178","1643","92.1320","69.5008","0","0","0","1","18.731700000000004","0.007923730964467007","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-01-30","Jan, 2026","Q1, 2026","Week 05, 2026","2409","2409","2288","1785","94.9772","74.0971","0","0","0","1","20.909600000000005","0.008679784142797844","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-01-29","Jan, 2026","Q1, 2026","Week 05, 2026","2545","2544","2581","1971","101.4145","77.4460","0","0","0","0","22.479200000000002","0.00883269155206287","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-01-28","Jan, 2026","Q1, 2026","Week 05, 2026","2502","2502","2454","1912","98.0815","76.4189","0","0","0","1","25.0611","0.01001642685851319","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-01-27","Jan, 2026","Q1, 2026","Week 05, 2026","2483","2479","2508","1912","101.0068","77.0036","0","0","0","1","30.148500000000002","0.012141965364478454","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","20407","2026-02-09","Feb, 2026","Q1, 2026","Week 07, 2026","408","43","450","408","110.2941","100.0000","0","0","0","484","0.3048","0.0007470588235294118","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","20407","2026-02-08","Feb, 2026","Q1, 2026","Week 06, 2026","584","0","584","584","100.0000","100.0000","0","0","0","783","0","0","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","20407","2026-02-07","Feb, 2026","Q1, 2026","Week 06, 2026","919","0","919","919","100.0000","100.0000","0","0","0","1136","0","0","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","20407","2026-02-06","Feb, 2026","Q1, 2026","Week 06, 2026","2595","1","2594","2594","99.9615","99.9615","0","0","2","3678","0","0","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","20407","2026-02-05","Feb, 2026","Q1, 2026","Week 06, 2026","3224","1","3222","3222","99.9380","99.9380","0","0","0","4824","0","0","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","20407","2026-02-04","Feb, 2026","Q1, 2026","Week 06, 2026","5978","0","5975","5975","99.9498","99.9498","0","0","2","9515","0","0","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","20407","2026-02-03","Feb, 2026","Q1, 2026","Week 06, 2026","7297","6830","13648","7297","187.0358","100.0000","0","0","1","740","177.3135000000001","0.024299506646567093","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","20407","2026-02-02","Feb, 2026","Q1, 2026","Week 06, 2026","6249","5854","11913","6248","190.6385","99.9840","0","0","1","585","171.32880000000006","0.027416994719155072","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","20407","2026-02-01","Feb, 2026","Q1, 2026","Week 05, 2026","5187","4879","10027","5182","193.3102","99.9036","0","0","1","466","115.71660000000003","0.02230896471949104","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","20407","2026-01-31","Jan, 2026","Q1, 2026","Week 05, 2026","4721","4441","9413","4721","199.3857","100.0000","0","0","1","377","135.01950000000002","0.028599766998517268","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","20407","2026-01-30","Jan, 2026","Q1, 2026","Week 05, 2026","3166","3004","6566","3166","207.3910","100.0000","0","0","0","199","103.33980000000001","0.0326404927353127","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","20407","2026-01-29","Jan, 2026","Q1, 2026","Week 05, 2026","1088","1019","2261","1088","207.8125","100.0000","0","0","0","78","27.6785","0.025439797794117647","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","20407","2026-01-28","Jan, 2026","Q1, 2026","Week 05, 2026","259","244","549","259","211.9691","100.0000","0","0","0","16","5.5981","0.021614285714285714","0","0"
"TMobile","SmsCampaign","Clicker","Volt Relay US","20407","2026-01-27","Jan, 2026","Q1, 2026","Week 05, 2026","263","251","569","263","216.3498","100.0000","0","0","0","9","9.2597","0.03520798479087452","0","0"
"TMobile","SmsCampaign","New Data","Volt Relay US","+15122546961","2026-02-10","Feb, 2026","Q1, 2026","Week 07, 2026","997","997","96","87","9.6289","8.7262","0","0","5","1","5.2276","0.0052433299899699096","0","0"
"TMobile","SmsCampaign","New Data","Volt Relay US","+15122546961","2026-02-09","Feb, 2026","Q1, 2026","Week 07, 2026","998","995","117","101","11.7234","10.1202","0","0","1","0","11.359400000000003","0.011382164328657317","0","0"
"TMobile","SmsCampaign","New Data","Volt Relay US","+15122546961","2026-02-08","Feb, 2026","Q1, 2026","Week 06, 2026","686","685","74","62","10.7872","9.0379","0","0","1","0","11.1225","0.016213556851311955","0","0"
"TMobile","SmsCampaign","New Data","Volt Relay US","+15122546961","2026-02-07","Feb, 2026","Q1, 2026","Week 06, 2026","475","474","35","33","7.3684","6.9474","0","0","0","0","1.266","0.002665263157894737","0","0"
"TMobile","SmsCampaign","New Data","Volt Relay US","+15122546961","2026-02-06","Feb, 2026","Q1, 2026","Week 06, 2026","545","545","47","42","8.6239","7.7064","0","0","0","0","1.1037","0.0020251376146788987","0","0"
"TMobile","SmsCampaign","New Data","Volt Relay US","+15122546961","2026-02-05","Feb, 2026","Q1, 2026","Week 06, 2026","612","612","71","63","11.6013","10.2941","0","0","0","0","5.6442","0.009222549019607843","0","0"
"TMobile","SmsCampaign","New Data","Volt Relay US","+15122546961","2026-02-04","Feb, 2026","Q1, 2026","Week 06, 2026","450","450","57","50","12.6667","11.1111","0","0","1","0","9.748600000000003","0.021663555555555564","0","0"
"TMobile","SmsCampaign","New Data","Volt Relay US","+15122546961","2026-02-03","Feb, 2026","Q1, 2026","Week 06, 2026","478","478","54","47","11.2971","9.8326","0","0","0","1","1.6196000000000002","0.003388284518828452","0","0"
"TMobile","SmsCampaign","New Data","Volt Relay US","+15122546961","2026-02-02","Feb, 2026","Q1, 2026","Week 06, 2026","531","530","89","71","16.7608","13.3710","0","0","0","0","9.9904","0.018814312617702448","0","0"
"TMobile","SmsCampaign","New Data","Volt Relay US","+15122546961","2026-02-01","Feb, 2026","Q1, 2026","Week 05, 2026","632","630","79","66","12.5000","10.4430","0","0","0","0","5.4018","0.008547151898734177","0","0"
